ID,skill,rating,change,played,wins,avg_queue,activity
39518,5063,3788,-92,17,10,3.588235,1.634116
3769,6180,3788,52,13,11,1.538462,0.960887
98693,8364,3788,-8,20,16,8.050000,3.137485
54234,4816,3787,-141,16,12,2.625000,2.002390
48556,9108,3787,33,26,19,4.769231,4.900919
40713,8607,3785,-11,13,10,2.384615,1.451483
21739,854,3784,0,18,14,3.722222,2.669749
60016,691,3784,-102,13,9,5.615385,1.783759
66338,6740,3784,0,9,9,1.000000,1.048769
23269,5318,3784,288,29,22,1.925926,4.005675
87343,6917,3783,113,16,14,2.937500,1.825163
34469,5312,3783,35,14,12,0.538462,2.617134
18241,9023,3782,178,36,26,4.147059,5.243522
21956,6860,3782,136,24,17,3.333333,3.755588
45797,8903,3782,-26,12,10,1.916667,1.259141
60317,5871,3781,87,17,13,3.529412,2.479709
16459,4211,3779,-83,15,10,3.333333,1.740479
32251,2781,3779,1,13,11,2.583333,2.487520
82859,7626,3779,49,12,11,0.909091,0.914841
9526,9887,3778,0,8,8,0.750000,1.581236
90524,7754,3778,0,10,9,1.000000,1.143121
14771,3707,3778,0,9,8,1.250000,1.259943
23581,2313,3778,0,9,8,0.000000,1.956826
43195,7257,3778,126,16,14,1.200000,2.146000
43606,6643,3776,10,14,10,2.416667,2.073502
16799,6632,3776,-44,25,19,4.040000,4.972028
43377,3273,3776,-2,14,11,2.307692,1.568344
90765,9816,3775,-111,20,15,4.294118,3.611747
40935,8059,3774,-34,11,9,1.333333,1.195563
28778,7758,3773,55,11,9,0.500000,2.240124
11717,3658,3773,37,16,13,1.285714,1.536596
65392,7423,3773,301,29,23,2.321429,5.320808
42632,5611,3773,7,19,15,4.473684,2.512844
23377,5025,3772,-120,19,12,0.578947,2.482187
44501,2528,3772,-12,13,9,4.538462,1.840979
9962,3862,3772,-48,18,13,4.058824,2.546469
46146,3274,3772,0,9,8,1.857143,1.042449
40040,5625,3771,29,17,14,5.000000,1.952833
46155,4058,3770,-38,11,9,1.000000,1.585727
67783,3883,3769,33,14,11,2.142857,1.533455
31543,6645,3768,134,22,16,3.409091,4.247595
76364,6808,3767,-65,12,9,3.727273,1.467336
51234,6468,3767,19,11,10,0.909091,1.952505
50709,6787,3767,-29,12,9,1.166667,2.168652
97367,2056,3767,67,14,12,3.285714,2.379194
82249,2990,3767,-23,20,14,4.500000,3.197733
87533,3217,3766,0,10,9,1.200000,1.570017
619,9543,3766,0,21,15,4.047619,3.673313
61384,7239,3766,0,10,9,2.100000,2.015348
65545,6517,3766,0,10,8,0.800000,1.360152
33474,11682,3766,0,9,9,1.125000,1.380257
90259,6876,3765,5,12,10,1.166667,1.346904
36024,5849,3765,-241,25,17,6.416667,2.291539
99491,7255,3765,59,12,11,0.909091,1.757705
65404,6193,3765,23,16,12,2.437500,1.996363
13214,5190,3764,-62,13,10,2.538462,1.801616
15983,3896,3763,57,15,12,1.307692,3.158009
5879,6072,3763,3,18,14,2.941176,2.275845
35002,3014,3762,-112,16,10,4.266667,1.590804
16172,6740,3761,-23,14,11,5.076923,1.672357
79438,5785,3761,55,14,11,1.846154,2.454927
18208,4345,3761,-11,14,10,2.357143,1.738782
5583,4774,3761,169,18,15,3.000000,1.336186
70396,6195,3761,55,20,15,2.950000,3.591915
95473,1696,3760,0,9,6,0.625000,0.781199
5045,7235,3760,0,10,9,2.500000,2.207297
56227,6813,3760,42,33,24,5.062500,4.084202
20900,5127,3760,0,9,8,2.285714,0.669892
9368,5243,3760,0,8,7,0.400000,0.980409
40901,3739,3760,0,9,8,0.500000,1.363849
659,4687,3759,23,15,12,2.166667,1.800890
44259,2470,3759,89,12,9,2.416667,1.509516
74148,958,3758,-32,13,10,1.846154,1.927117
92738,4520,3758,-74,17,12,2.125000,1.370641
78638,6155,3757,63,30,21,3.166667,4.498328
15107,6441,3757,183,25,19,2.826087,3.156871
23940,10592,3757,63,13,11,2.181818,2.326360
90171,5737,3756,-4,12,10,2.666667,1.501277
39238,7342,3756,68,13,10,4.400000,1.967233
60256,8081,3756,32,11,10,1.400000,1.148540
31550,8781,3756,56,20,15,1.450000,3.183832
74996,5876,3755,85,17,13,1.411765,3.131324
71458,2863,3754,0,10,9,2.400000,2.191294
81378,6514,3754,42,18,14,2.611111,2.167123
39108,8606,3754,84,27,18,2.440000,5.423216
15102,6478,3754,24,13,11,2.000000,1.320328
92506,6475,3754,0,10,8,1.000000,1.535679
3753,2312,3754,-216,18,11,3.882353,3.077488
57879,6323,3753,23,14,12,3.071429,2.025562
82503,3447,3752,22,13,11,1.090909,2.532930
45723,6901,3752,-8,23,17,4.434783,2.908171
15419,1275,3751,-15,20,13,3.263158,2.841585
78859,1775,3751,69,13,10,1.615385,2.071475
84235,4128,3750,-70,27,17,2.074074,3.443805
3959,6320,3749,-5,24,16,4.500000,2.503734
74308,2732,3749,-35,16,11,3.812500,1.967296
10072,8077,3749,67,21,16,2.250000,3.635975
70399,2296,3749,-35,14,11,4.285714,1.824210
67953,2602,3748,0,10,9,1.100000,1.208356
78151,9859,3748,0,8,7,0.714286,1.386783
84451,2170,3748,0,10,9,0.300000,1.801794
9358,3995,3748,0,10,8,1.300000,1.004755
56710,9714,3748,0,7,7,1.428571,1.184129
11512,5226,3748,0,10,9,1.400000,0.787544
28392,7951,3748,54,16,13,4.125000,2.464189
91048,7246,3748,234,17,14,3.312500,1.249792
55698,11141,3748,42,13,11,1.384615,2.373633
16605,4478,3747,65,17,14,2.705882,2.554276
3730,7574,3747,107,24,18,1.913043,2.863440
46862,6040,3746,64,19,15,2.071429,2.678161
27601,8603,3745,9,15,12,1.066667,2.145857
79885,9715,3745,327,26,22,2.280000,5.434049
69512,8799,3745,363,30,25,2.172414,3.925792
73785,7704,3744,32,11,10,2.333333,1.619495
24994,5276,3744,-178,17,11,7.941176,2.415285
35789,5511,3744,2,12,10,0.900000,1.538590
71160,5420,3744,38,13,11,2.923077,2.459942
91763,5218,3743,211,18,16,1.466667,2.382865
27460,6269,3742,-12,12,10,1.583333,1.666172
51433,2780,3742,0,9,7,0.375000,1.218244
34911,3317,3742,-90,17,11,4.176471,2.161840
24074,9474,3742,90,13,12,1.181818,1.557355
30944,6287,3742,72,18,13,2.875000,2.533008
68241,2116,3742,0,10,9,0.333333,1.554190
46394,4327,3742,0,10,7,1.750000,0.787248
39547,5430,3741,83,19,15,2.894737,3.069836
16837,7122,3741,-1,15,12,5.636364,2.394195
56573,5634,3741,5,14,10,3.071429,2.033976
3652,5257,3740,22,11,10,2.111111,1.826105
48495,5726,3739,27,19,14,1.684211,2.247297
252,5426,3739,63,14,11,0.222222,2.282527
22656,3595,3738,68,12,10,1.400000,2.245351
1700,7911,3738,-112,17,11,0.875000,2.390537
85546,4602,3737,121,19,16,2.888889,2.649589
25488,4522,3737,19,11,10,1.090909,1.533939
80484,4823,3737,25,24,18,2.500000,2.015762
88425,9571,3736,0,8,8,2.250000,1.731560
71495,5285,3736,0,6,6,2.333333,0.633436
7230,4341,3736,30,21,14,1.611111,2.771320
7360,6107,3735,83,26,18,4.038462,3.582903
7206,10062,3735,17,17,13,3.500000,2.797370
22393,4815,3735,41,17,13,2.176471,3.042855
12137,-1682,3735,-259,17,7,6.705882,3.328779
85267,2495,3734,4,13,11,1.615385,2.101344
72028,9146,3734,28,11,10,1.333333,1.299316
58869,6331,3733,39,17,12,2.000000,1.889338
93467,6665,3732,26,11,10,2.090909,2.619968
38177,4939,3732,-82,33,20,7.068966,5.151516
52260,4365,3732,-70,14,8,2.857143,1.838182
66031,8004,3732,50,22,17,5.363636,1.959627
47587,5909,3732,128,21,15,2.380952,1.779954
85292,4746,3731,109,27,19,4.153846,3.368700
72583,5265,3730,30,15,12,0.866667,2.772622
72490,3279,3730,-6,12,10,4.500000,1.401882
91944,6271,3730,54,18,13,3.266667,2.601723
81416,6551,3730,72,28,20,5.280000,2.451273
1765,5117,3730,-12,14,9,7.307692,2.916800
57635,5014,3728,-8,21,14,3.555556,3.087747
79080,3833,3727,-69,19,13,3.444444,3.336197
36907,2867,3727,87,16,13,1.250000,2.753115
44459,11118,3727,27,13,11,2.153846,1.859410
3425,1856,3727,39,11,9,1.818182,1.355773
48442,4235,3726,-64,14,10,1.357143,2.812056
65758,7466,3726,134,20,15,2.400000,3.053940
20955,4843,3725,-5,15,11,1.285714,3.340275
26814,7638,3725,43,13,11,1.384615,1.744815
18823,6623,3724,0,8,8,1.333333,0.499763
83193,3390,3724,12,11,10,3.090909,1.134839
55326,1603,3724,0,10,8,1.500000,1.713396
87077,4841,3724,0,8,7,0.500000,1.157744
22676,7374,3724,0,10,9,4.200000,2.206377
98889,8007,3723,101,19,13,2.894737,3.969314
6695,4688,3722,22,11,10,1.818182,1.810086
21890,6856,3722,-2,16,11,1.666667,1.806938
20816,4114,3721,-3,22,16,2.000000,2.635891
62523,2118,3721,81,13,12,1.307692,1.766802
94654,3672,3721,-201,27,15,3.615385,4.114274
94939,8162,3721,33,11,10,2.454545,1.851631
45278,4942,3721,39,19,14,1.736842,2.710278
12090,7514,3720,26,12,10,0.181818,1.903055
82661,3374,3720,-88,23,14,2.285714,4.132302
62941,4312,3720,50,13,8,0.583333,1.669048
30784,5156,3719,79,14,11,1.153846,1.603715
20928,-195,3719,97,19,14,0.789474,2.377356
13084,6353,3718,0,10,8,5.700000,1.636108
58610,6933,3717,59,13,12,2.000000,1.699204
87885,5340,3716,58,12,10,6.250000,1.622719
63679,7397,3715,33,16,13,1.928571,1.511009
70632,2562,3715,-159,20,12,4.150000,3.244124
40736,7035,3715,-3,20,13,2.562500,2.916209
35290,7451,3715,87,15,12,1.733333,2.665809
43106,5972,3714,-118,16,11,3.428571,2.342891
98071,-45,3714,-100,13,8,1.153846,1.839122
24139,4374,3714,-10,12,10,1.750000,1.953714
13438,3242,3714,-4,16,11,2.562500,1.781219
55310,7426,3713,-5,12,8,1.083333,1.190693
72591,5199,3713,25,11,10,0.454545,1.361030
48457,2945,3713,13,18,12,2.176471,2.783174
39863,4556,3712,0,8,8,0.500000,1.128989
79766,6040,3712,0,10,9,1.200000,1.369069
22960,6094,3712,0,10,9,2.100000,1.147813
75915,5011,3712,0,10,9,1.400000,1.949712
43518,7640,3712,0,10,8,1.750000,0.852935
2476,3592,3712,84,27,19,2.000000,3.543121
17844,4019,3711,-109,18,12,6.500000,3.017701
90794,9753,3711,17,18,14,2.833333,3.292852
32548,4398,3711,305,31,22,3.032258,4.118965
11479,5568,3711,-91,13,8,0.916667,0.907832
21012,7255,3711,227,28,19,2.642857,4.162420
30950,3785,3711,41,13,11,0.916667,1.734031
18831,2193,3711,155,27,19,2.888889,4.054765
98311,4335,3710,-26,14,9,3.923077,2.724990
39710,6703,3709,81,25,18,2.680000,3.905912
98138,5327,3709,-15,28,21,4.518519,3.466135
30750,5067,3709,-93,14,10,4.285714,2.902195
71954,9259,3709,231,21,18,3.100000,2.984616
17752,6897,3707,91,21,15,3.857143,3.442131
13899,2869,3707,-59,12,9,0.363636,1.120035
78502,5269,3706,0,9,8,1.555556,1.535865
49141,3518,3706,0,7,7,1.666667,2.059201
69388,3335,3706,0,10,8,1.700000,1.223608
55087,4654,3706,-42,17,11,1.800000,3.678226
91078,4750,3706,0,8,8,0.875000,1.577368
41706,1628,3706,66,11,9,0.727273,2.155846
54021,-639,3706,48,14,10,0.785714,1.944568
44990,3839,3706,0,10,9,2.875000,1.939430
41442,4176,3706,0,9,8,0.555556,1.147132
99283,6470,3706,0,9,8,0.800000,1.116081
9832,7965,3706,0,8,6,1.428571,1.374653
65584,4401,3705,-43,17,12,3.352941,2.128620
1669,6617,3705,-7,19,13,3.842105,3.150528
62763,7344,3705,389,45,33,3.666667,8.942967
78772,4506,3704,-80,20,12,2.000000,2.813856
33841,3932,3704,118,19,14,2.944444,2.139348
36565,5976,3704,-134,22,14,7.409091,3.342576
6548,7137,3704,-26,22,14,3.142857,2.263799
38818,12211,3704,28,11,10,1.428571,1.848205
22552,4086,3704,-26,11,9,1.818182,1.803175
27789,3269,3704,34,11,9,1.909091,2.319597
9614,4662,3703,33,18,13,1.333333,2.227497
54028,5573,3703,15,15,10,1.333333,2.122305
15383,7024,3703,93,22,16,3.523810,2.228944
6982,5725,3703,129,17,14,1.529412,2.902493
98474,5610,3702,50,11,9,1.363636,1.893249
94983,5139,3702,92,18,14,3.055556,1.959456
46337,4790,3701,19,12,10,1.400000,1.784193
93457,8141,3700,0,10,9,0.875000,1.065957
68902,6797,3700,0,10,9,0.750000,1.811463
65093,4917,3700,0,8,8,0.500000,1.087987
84001,6397,3700,156,22,15,3.714286,3.535361
60936,7348,3700,132,26,18,2.375000,5.230270
21215,4173,3700,30,11,10,1.181818,2.452065
35340,8278,3700,0,9,8,0.250000,1.116689
93870,4330,3699,11,28,18,4.777778,4.158820
49906,6519,3699,-175,21,12,3.857143,3.286108
67185,8322,3699,11,17,13,3.352941,2.297907
37366,6608,3698,-164,17,10,2.705882,2.322666
76362,10410,3697,225,17,13,1.823529,2.341748
39257,3175,3697,21,27,17,3.555556,4.960749
13649,7079,3697,-3,12,10,1.000000,0.905773
6265,6144,3697,249,32,23,1.906250,4.786532
62869,6425,3696,-100,14,9,2.000000,1.638801
90986,8726,3695,49,14,12,1.153846,1.939830
97016,5421,3695,55,12,11,2.333333,1.258044
32501,6185,3695,-71,23,16,2.478261,2.962603
67758,7923,3694,0,9,7,1.125000,0.975306
72195,3863,3694,0,8,7,0.625000,1.492750
63163,4693,3694,0,8,8,1.625000,1.721737
75409,198,3694,126,22,14,1.954545,2.699486
47130,-93,3694,0,7,6,2.571429,1.182298
6417,4764,3694,72,13,11,0.769231,1.656552
37295,3894,3693,35,28,19,2.111111,3.366746
85104,2787,3693,59,21,14,3.000000,3.082575
7420,4611,3692,-158,17,10,2.058824,2.258432
63777,3983,3692,-116,19,10,0.947368,2.884727
82916,5301,3692,-128,15,11,4.285714,1.766963
45411,3187,3692,10,19,14,1.736842,3.051087
71997,10058,3692,10,17,13,0.764706,2.330936
2599,5781,3692,-176,29,19,5.680000,3.741699
49635,3394,3691,171,27,19,2.962963,4.943507
38942,7391,3690,188,39,26,2.000000,7.306274
37693,6692,3690,8,22,15,3.727273,2.434494
33171,3541,3690,20,15,11,1.571429,1.783795
58313,6497,3690,92,12,10,0.666667,2.507085
20611,5909,3690,140,30,19,2.900000,4.745146
97215,4641,3688,132,32,20,2.709677,4.540045
98214,7953,3688,78,15,13,2.666667,2.937213
80590,5023,3688,0,8,8,1.125000,1.261263
11906,8015,3688,0,10,9,1.300000,2.718294
10077,3165,3688,0,10,9,0.300000,2.180938
58556,4983,3688,0,10,9,1.625000,1.658388
97923,497,3688,24,11,8,2.800000,1.374705
79507,3236,3688,6,17,12,2.588235,3.530947
91542,4590,3688,-36,15,11,2.666667,2.330276
10093,5252,3688,-42,13,10,1.363636,2.721847
49940,4096,3688,-6,15,11,3.714286,2.836149
43016,1906,3688,0,10,9,0.500000,1.666098
83105,3204,3688,0,10,8,0.222222,1.389454
8817,4776,3687,71,15,12,3.066667,2.236865
86578,8120,3686,112,16,13,1.133333,2.332044
9241,3325,3686,-68,17,10,1.588235,2.222607
57097,3918,3685,-57,17,11,0.941176,1.874788
41121,7382,3685,291,41,28,2.341463,7.795313
29706,3194,3685,57,16,13,4.437500,2.268448
91811,4421,3685,-3,20,13,1.058824,3.091760
24796,5698,3685,-27,27,18,2.074074,4.474332
77706,3700,3684,74,24,16,2.916667,3.864252
70319,1776,3684,-22,31,19,5.032258,3.843287
98362,5364,3684,104,14,12,1.928571,2.104086
43831,6108,3683,13,12,10,1.666667,1.921719
95331,4417,3683,79,22,15,2.333333,4.286993
18698,6658,3683,25,13,11,2.615385,1.277055
81244,1395,3683,-371,20,8,2.666667,2.728897
12006,3610,3683,67,14,11,2.153846,2.304329
26985,1884,3682,-108,18,10,2.222222,3.313325
87415,5329,3682,0,10,9,0.900000,1.704887
63359,3913,3682,0,9,7,1.000000,1.154330
64061,3879,3682,0,10,9,1.000000,1.314265
5754,6320,3682,0,9,8,0.375000,1.569523
28389,4533,3681,-31,11,8,0.500000,1.908383
66082,5810,3681,-91,17,11,2.066667,1.420604
85213,3690,3681,-31,13,10,1.500000,1.830014
55760,2818,3680,106,20,14,2.550000,2.606074
36720,5304,3680,208,23,18,2.695652,3.074991
81809,6496,3680,382,29,21,2.482759,4.774520
6106,2481,3680,40,20,12,3.250000,2.719669
10568,8127,3679,231,24,19,1.913043,4.027352
74070,3619,3679,39,16,12,2.800000,1.274919
50446,7037,3679,-33,11,9,2.272727,2.438448
81942,5023,3679,135,21,15,2.500000,3.309747
24434,4645,3678,86,19,14,1.562500,2.286727
99994,3415,3678,-52,39,21,3.820513,6.832865
77520,3978,3678,38,19,14,2.473684,3.892318
15119,5537,3677,49,22,16,1.090909,4.316111
27238,7233,3676,0,10,8,3.000000,1.967671
2957,-1046,3676,0,10,9,1.100000,1.753631
59996,1742,3676,0,10,8,2.800000,1.731336
24805,2636,3676,24,11,7,1.000000,1.139201
44496,4749,3676,0,9,7,0.777778,2.261566
56027,3597,3676,0,10,9,2.500000,1.354971
