ID,skill,rating,change,played,wins,avg_queue,activity
659,4687,3586,0,7,7,3.000000,1.800890
54986,3013,3586,36,13,11,4.666667,3.278586
38347,348,3586,-174,23,12,4.190476,6.169012
2722,1826,3584,28,13,9,1.230769,2.865300
20611,5909,3584,34,17,12,3.235294,4.745146
14701,4546,3583,33,11,9,1.444444,2.668403
15383,7024,3583,-27,14,10,3.571429,2.228944
74134,4222,3581,19,14,11,3.307692,3.650957
98255,8257,3580,0,7,7,1.000000,2.167561
74129,-1626,3580,36,11,7,7.636364,1.317121
16485,1943,3580,0,10,8,2.600000,3.362911
41160,616,3580,0,10,9,1.777778,3.319885
76821,3105,3580,0,6,6,0.500000,1.349281
71761,2252,3580,0,9,7,3.375000,2.531981
26814,7638,3580,0,7,7,0.833333,1.744815
83487,6653,3580,0,7,7,0.285714,2.129582
86983,6379,3580,0,9,7,0.222222,3.273432
61215,2287,3580,0,7,7,1.000000,2.560810
17957,2275,3580,0,6,5,0.666667,1.248704
21550,4924,3579,-13,12,8,0.909091,4.245808
57839,845,3578,-32,11,7,0.750000,3.670670
32311,5286,3576,26,11,9,2.545455,4.558183
12194,1596,3576,-10,12,9,1.500000,4.138718
88967,2292,3575,-5,14,10,1.846154,4.056154
93306,5159,3575,-53,13,8,1.538462,3.848681
70979,5566,3574,0,9,8,1.428571,3.330657
10876,-1319,3574,0,9,7,1.125000,2.541725
55760,2818,3574,0,10,8,3.000000,2.606074
49607,4145,3574,0,9,8,2.625000,3.526602
18831,2193,3574,18,12,9,0.833333,4.054765
15257,4369,3574,0,8,7,1.375000,1.529590
20437,-1521,3574,0,8,6,1.125000,2.499380
8105,2516,3574,0,7,6,1.428571,1.700744
33666,3724,3571,-15,11,9,2.363636,3.065530
1198,58,3571,27,11,9,0.166667,2.178294
98130,4460,3570,14,11,9,3.100000,2.654241
48377,3844,3568,0,7,7,1.285714,2.367258
55535,4553,3568,48,12,10,0.909091,3.442806
30750,5067,3694,0,8,8,0.666667,2.902195
82136,5502,3568,0,7,7,0.142857,4.028010
78405,6102,3568,0,7,7,0.250000,2.906412
91048,7246,3568,0,7,7,0.500000,1.249792
30528,2362,3568,0,7,7,0.857143,2.773899
19135,1252,3568,0,10,8,3.400000,3.855580
16563,3731,3568,0,5,5,0.400000,1.461797
56012,1600,3568,0,8,7,0.875000,2.212244
6490,10634,3568,0,9,8,1.375000,1.503925
44580,2522,3568,0,8,6,1.142857,2.510476
55698,11141,3568,0,9,8,1.111111,2.373633
2280,4041,3567,-19,11,8,1.100000,2.486929
36063,5086,3565,-3,12,9,1.500000,2.710319
10568,8127,3565,117,17,14,1.411765,4.027352
61489,1254,3563,-17,11,8,1.000000,4.217092
64666,-221,3562,0,8,7,1.125000,2.614152
43103,5342,3562,0,9,8,1.000000,1.706065
40156,5569,3562,0,8,7,1.125000,1.988288
54788,1365,3562,0,7,5,1.500000,1.118244
16172,6740,3562,0,9,8,4.444444,1.672357
92149,4189,3562,0,9,8,3.444444,1.908779
42749,7088,3561,23,11,10,1.454545,3.027117
44760,504,3559,-21,13,10,2.307692,2.618854
16006,5475,3559,15,11,9,2.090909,2.442154
31624,3609,3559,27,11,9,0.888889,1.462546
56489,5778,3558,-28,11,8,1.600000,3.919611
43529,318,3558,-88,15,10,4.642857,4.271485
6573,6500,3556,0,7,7,2.000000,2.010232
24617,8040,3556,0,8,7,1.375000,2.499472
67735,2977,3556,0,9,8,0.857143,2.768620
99037,4811,3556,0,10,8,0.555556,3.537524
3016,3741,3556,0,8,7,0.500000,2.863864
14485,4803,3556,0,7,7,0.500000,0.960911
79507,3236,3556,0,9,8,2.500000,3.530947
73755,5339,3556,0,8,7,4.250000,1.476164
67727,1989,3556,0,8,6,0.333333,3.626397
33441,4347,3556,0,10,8,1.000000,2.226431
14089,3692,3556,0,10,8,0.500000,2.616157
33442,4727,3556,0,10,8,2.222222,2.485153
39933,4603,3551,-5,14,10,2.909091,3.734822
78610,2828,3550,0,6,6,0.200000,1.008344
5263,5323,3550,0,7,6,0.857143,1.796043
32729,2822,3550,0,5,5,0.200000,0.855777
74530,5310,3550,0,7,6,0.000000,1.769225
75721,5304,3550,0,8,7,0.800000,2.038015
15155,3376,3550,0,9,8,1.444444,2.068945
6693,2794,3550,0,8,7,1.000000,1.841856
89008,7960,3550,0,7,7,0.857143,1.213045
33006,4423,3550,0,9,7,0.750000,1.020187
8254,1851,3550,0,9,8,0.571429,1.882013
73409,2735,3550,0,7,7,1.750000,1.643654
29970,5326,3573,23,11,9,1.875000,3.542869
44371,3734,3550,0,7,7,1.000000,1.443256
1876,4197,3550,0,8,7,1.000000,1.435312
73963,8693,3550,0,8,7,1.500000,2.391925
32806,3931,3550,0,5,5,0.200000,1.422587
15978,1713,3549,-7,12,9,1.181818,4.864055
63200,3304,3549,-151,14,9,4.714286,3.399322
2476,3592,3546,-82,17,11,1.647059,3.543121
60188,2519,3546,-16,11,8,1.700000,3.537236
23269,5318,3545,49,12,10,1.000000,4.005675
14834,13,3544,0,7,7,1.571429,1.888311
31386,3895,3544,0,7,7,0.285714,2.490952
1096,8537,3394,0,10,8,0.625000,4.073129
96230,4575,3544,18,11,9,1.300000,2.494753
32548,4398,3544,138,17,13,0.875000,4.118965
18698,6658,3544,0,9,8,2.222222,1.277055
66355,4420,3544,0,8,7,1.285714,2.943359
72047,921,3544,0,7,6,1.285714,3.350855
73785,7704,3544,0,7,7,0.571429,1.619495
29771,2706,3544,0,10,7,1.100000,1.859315
92025,4043,3544,0,8,7,0.285714,2.762640
7281,7411,3544,0,7,7,0.000000,2.203933
31816,4714,3544,0,9,8,1.777778,2.633723
81942,5023,3544,0,10,8,1.400000,3.309747
32003,7968,3544,0,10,8,2.800000,2.366815
69605,8913,3688,0,8,8,1.142857,2.552196
96109,6674,3544,0,10,8,0.600000,1.037023
15102,6478,3544,0,7,7,0.500000,1.320328
17230,4749,3544,0,8,7,1.142857,2.691558
84001,6397,3542,-2,12,9,3.181818,3.535361
32503,1595,3541,-129,16,10,4.428571,3.850100
78215,-999,3540,-40,17,11,3.529412,4.515430
47787,2955,3538,0,10,8,1.400000,2.365898
54782,1722,3538,0,9,8,0.000000,2.629096
66525,6291,3538,0,7,7,2.428571,2.523352
97244,-689,3388,0,8,5,0.200000,2.495339
48046,6058,3538,0,7,7,0.285714,2.500825
31550,8781,3538,0,9,8,0.222222,3.183832
11136,-2819,3538,0,10,7,0.666667,1.954718
25240,5287,3538,0,9,8,1.111111,3.667043
7671,945,3538,0,6,5,0.750000,1.048405
56343,2883,3538,0,9,7,1.125000,2.758760
87361,5385,3538,0,10,8,1.300000,1.823541
24074,9474,3538,0,9,8,0.857143,1.557355
22403,1605,3538,0,10,8,2.000000,2.303643
19296,2802,3538,0,9,8,1.000000,1.343512
66441,4094,3538,54,12,10,1.500000,3.241357
20454,5716,3538,0,7,7,0.833333,1.649475
71141,496,3538,0,6,5,0.500000,2.040804
20833,1145,3538,0,7,7,0.400000,2.724995
61908,3323,3682,0,7,6,0.833333,1.523094
55702,3883,3538,0,9,8,1.444444,2.731117
31058,5915,3538,0,9,7,0.375000,2.744512
74171,3059,3537,-13,17,11,2.823529,4.229105
75409,198,3537,-31,11,7,2.181818,2.699486
77706,3700,3536,-74,12,8,2.000000,3.864252
49635,3394,3480,-40,13,9,2.250000,4.943507
72227,2411,3535,-147,13,8,3.083333,3.158642
94298,6643,3534,-34,11,8,2.090909,3.465423
97215,4641,3533,-23,18,11,2.777778,4.540045
62763,7344,3533,217,26,20,2.576923,8.942967
44732,8400,3532,0,9,8,0.375000,1.279685
55637,4684,3532,102,13,11,1.153846,4.248075
44651,4896,3532,0,10,8,0.400000,2.385731
65404,6193,3532,0,9,8,1.000000,1.996363
58851,3249,3532,0,7,6,0.333333,1.689293
37529,-563,3532,0,7,7,5.000000,1.302652
99967,2279,3532,0,6,6,1.500000,1.681400
89701,7979,3532,0,10,9,2.875000,3.513645
59456,3154,3532,24,11,9,0.090909,2.133024
14480,7315,3532,0,6,6,0.000000,2.118625
29589,4900,3531,53,12,9,0.545455,2.270474
76332,2438,3529,27,13,10,1.538462,4.792699
41121,7382,3528,134,20,15,1.117647,7.795313
37658,4311,3528,-16,11,8,3.800000,3.881703
32817,2318,3527,43,12,10,4.333333,3.519217
12808,2012,3527,-29,14,9,1.461538,4.336859
35069,6197,3527,31,11,9,1.700000,3.734485
49949,5823,3526,0,8,7,0.875000,1.533081
35854,2059,3526,0,7,7,0.285714,1.666029
58610,6933,3526,0,9,8,1.777778,1.699204
97367,2056,3526,0,9,8,2.777778,2.379194
40810,5675,3526,-48,17,13,5.133333,4.075131
9552,2601,3526,0,7,7,0.833333,2.317673
96564,2116,3526,0,11,8,0.909091,4.340736
77217,6719,3526,0,8,7,2.375000,2.692853
22934,3968,3526,0,5,5,0.000000,0.903480
98402,8351,3526,0,7,7,2.000000,2.718087
89026,4188,3526,0,7,7,0.000000,2.157854
23318,2293,3526,0,9,8,0.777778,2.426276
96513,5606,3526,0,9,7,2.111111,2.355730
21890,6856,3526,0,9,7,0.142857,1.806938
54989,4922,3526,0,6,6,0.000000,1.634360
30064,-352,3526,0,7,6,1.285714,1.536317
31225,1670,3525,59,16,9,2.133333,5.119245
61260,3785,3524,4,19,12,1.000000,4.305116
56017,1402,3524,-56,12,8,0.750000,2.922082
28898,6507,3524,-20,11,8,3.500000,3.332437
17455,2822,3524,-14,11,8,1.454545,3.273347
27453,5956,3524,-128,18,13,2.000000,3.616805
94700,4041,3521,-17,12,8,4.111111,2.053029
78197,5212,3520,0,5,5,1.000000,1.461024
51110,1115,3520,0,10,7,0.142857,2.479103
45278,4942,3520,0,9,8,0.666667,2.710278
84769,6518,3520,0,10,8,2.333333,3.661861
32376,3053,3520,36,11,7,2.500000,2.391758
46057,1169,3520,0,8,6,0.800000,1.612621
26199,3479,3520,0,7,6,0.500000,2.785291
37207,3718,3520,0,5,5,0.400000,2.901659
30205,2690,3545,-5,12,8,1.111111,1.902434
17925,5897,3519,17,11,9,0.500000,3.831178
69512,8799,3517,135,18,16,1.222222,3.925792
76973,3522,3517,75,15,12,3.461538,4.275128
48726,3491,3515,-77,13,9,2.384615,4.458518
2682,1028,3515,-41,18,12,2.055556,4.750671
94589,8845,3515,37,11,9,1.454545,2.354799
41202,6589,3514,0,10,6,1.000000,2.549194
94013,5371,3514,0,5,5,1.800000,1.278250
54861,6760,3514,0,7,6,1.857143,1.009687
24683,842,3514,0,7,6,0.571429,1.348322
81145,4653,3514,0,7,7,0.833333,2.606272
99608,8830,3514,0,8,7,1.428571,2.714786
85723,314,3514,0,10,8,2.250000,1.909271
33171,3541,3514,0,9,7,2.428571,1.783795
67281,6842,3514,0,10,8,1.400000,2.569430
72517,3931,3514,-30,11,9,1.800000,3.203183
66337,9702,3514,0,7,6,0.714286,1.695091
11872,3209,3514,-18,13,8,2.100000,3.399554
37875,1426,3514,0,9,7,1.000000,2.525061
29022,7796,3514,24,11,9,5.181818,2.614776
28389,4533,3514,0,7,6,0.000000,1.908383
22375,7085,3514,-54,12,8,3.333333,4.234883
86432,6705,3514,0,9,7,1.111111,2.384097
25774,4179,3514,0,9,7,2.000000,2.609200
40694,4110,3514,0,5,5,1.400000,1.117382
73813,6298,3513,17,13,10,0.111111,4.075143
72590,1259,3513,-37,13,9,3.000000,4.087025
63838,4032,3511,57,19,13,2.444444,4.080843
59085,5687,3510,104,16,13,0.866667,3.606073
60936,7348,3510,-58,12,8,2.083333,5.230270
56911,5041,3510,-40,11,8,1.818182,2.672678
75329,1900,3509,25,11,8,1.400000,1.907449
18526,1360,3508,0,7,6,1.600000,1.262115
6548,7137,3508,0,6,6,0.500000,2.263799
59370,-1208,3508,0,9,7,0.500000,1.574846
